All days with start 2021-01-01,theoretical curve (leap day corrected) (deg),fitted curve (deg),Days when measured alpha,alpha naive min (deg),uncertainty_pm (deg)
0.0,80.77263222183005,80.6881257806135,57.0,66.5,1.5
1.0,80.70019584002738,80.56394927747169,58.0,66.0,1.5
2.0,80.62094699763377,80.43420189681783,63.0,64.5,1.5
3.0,80.53490914565668,80.29891811529623,68.0,62.0,1.5
4.0,80.44210774408076,80.158133880691,79.0,58.0,1.5
5.0,80.34257025433374,80.01188660237372,241.0,50.0,1.5
6.0,80.23632613116023,79.86021514136327,267.0,59.5,1.5
7.0,80.12340681390559,79.70315979999936,284.0,65.0,1.5
8.0,80.00384571721251,79.54076231123351,289.0,67.0,1.5
9.0,79.87767822113304,79.37306582753965,295.0,69.0,1.5
10.0,79.74494166065911,79.20011490944759,326.0,77.5,1.5
11.0,79.60567531467449,79.0219555137024,338.0,80.0,1.5
12.0,79.45992039433153,78.83863498105258,,,
13.0,79.30772003085615,78.65020202367077,,,
14.0,79.14911926278455,78.45670671220981,,,
15.0,78.98416502263566,78.2582004624979,,,
16.0,78.812906123023,78.05473602187634,,,
17.0,78.63539324221023,77.84636745518343,,,
18.0,78.45167890911472,77.63315013038827,,,
19.0,78.2618174877633,77.41514070387836,,,
20.0,78.06586516120512,77.19239710540474,,,
21.0,77.86387991488618,76.96497852268885,,,
22.0,77.6559215194905,76.73294538569505,,,
23.0,77.442051513253,76.49635935057316,,,
24.0,77.22233318374938,76.25528328327506,,,
25.0,76.99683154916826,76.00978124284987,,,
26.0,76.76561333907128,75.75991846442207,,,
27.0,76.52874697464674,75.50576134185724,,,
28.0,76.28630254846271,75.24737741011963,,,
29.0,76.03835180372545,74.98483532732686,,,
30.0,75.78496811304944,74.71820485650585,,,
31.0,75.52622645674535,74.44755684705537,,,
32.0,75.262203400632,74.17296321591985,,,
33.0,74.99297707337942,73.89449692847946,,,
34.0,74.71862714338931,73.6122319791617,,,
35.0,74.43923479521978,73.32624337177953,,,
36.0,74.15488270556165,73.03660709960116,,,
37.0,73.86565501877305,72.7434001251571,,,
38.0,73.57163732197974,72.44670035978957,,,
39.0,73.27291661974846,72.14658664294979,,,
40.0,72.96958130834096,71.84313872124858,,,
41.0,72.6617211495561,71.53643722726613,,,
42.0,72.34942724416784,71.2265636581261,,,
43.0,72.03279200496712,70.91360035384011,,,
44.0,71.71190912941539,70.59763047542828,,,
45.0,71.38687357191803,70.27873798282155,,,
46.0,71.05778151572582,69.95700761255173,,,
47.0,70.72473034447279,69.63252485523523,,,
48.0,70.38781861335876,69.30537593285635,,,
49.0,70.04714601998538,68.97564777585626,,,
50.0,69.7028133748539,68.64342800003372,,,
51.0,69.35492257153383,68.30880488326379,,,
52.0,69.00357655651086,67.97186734204037,,,
53.0,68.64887929872349,67.63270490784929,,,
54.0,68.29093575879678,67.29140770337786,,,
55.0,67.929851857983,66.94806641856735,,,
56.0,67.56573444681763,66.60277228651475,,,
57.0,67.19869127350077,66.25561705923018,,,
58.0,66.82883095201254,65.90669298325639,,,
59.0,66.45626292997254,65.55609277515701,,,
60.0,66.08109745625255,65.20390959687961,,,
61.0,65.70344554835206,64.85023703100073,,,
62.0,65.32341895954649,64.49516905585892,,,
63.0,64.94113014581745,64.13880002058272,,,
64.0,64.5566922325754,63.781224620020055,,,
65.0,64.17021898118388,63.42253786957585,,,
66.0,63.7818247552957,63.06283507996435,,,
67.0,63.39162448701099,62.70221183188309,,,
68.0,62.99973364286685,62.340763950615006,,,
69.0,62.60626818966898,61.97858748056568,,,
70.0,62.21134456017523,61.615778659742226,,,
71.0,61.81507961864127,61.252433894180875,,,
72.0,61.417590626238606,60.88864973232976,,,
73.0,61.01899520635505,60.52452283939401,,,
74.0,60.61941130978815,60.16014997164967,,,
75.0,60.21895717984158,59.795627950733575,,,
76.0,59.81775131733507,59.431053637915696,,,
77.0,59.41591244553814,59.0665239083611,,,
78.0,59.013559475037894,58.70213562538812,,,
79.0,58.610811468551546,58.33798561472973,,,
80.0,58.20778760569383,57.974170638804864,,,
81.0,57.80460714770977,57.61078737100659,,,
82.0,57.40138940218345,57.24793237001392,,,
83.0,56.998253687732905,56.88570205413413,,,
84.0,56.59531929870188,56.52419267568232,,,
85.0,56.19270546985868,56.163500295405186,,,
86.0,55.7905313411127,55.80372075695558,,,
87.0,55.38891592225898,55.4449496614248,,,
88.0,54.987978057761346,55.087282341939414,,,
89.0,54.587836391584354,54.73081383832914,,,
90.0,54.1886093320847,54.37563887187278,,,
91.0,53.79041501697224,54.02185182012873,,,
92.0,53.39337127835114,53.66954669185689,,,
93.0,52.99759560785147,53.31881710203848,,,
94.0,52.603205121861556,52.969756247000596,,,
95.0,52.21031652687133,52.622456879651935,,,
96.0,51.819046084937035,52.27701128483637,,,
97.0,51.429509579277365,51.9335112548109,,,
98.0,51.04182228001138,51.59204806485449,,,
99.0,50.65609891004822,51.25271244901429,,,
100.0,50.27245361113876,50.91559457599567,,,
101.0,49.890999910099204,50.580784025202455,,,
102.0,49.511850685216686,50.248369762933784,,,
103.0,49.13511813284678,49.918440118743874,,,
104.0,48.760913734212764,49.59108276197095,,,
105.0,48.38934822241656,49.26638467844164,,,
106.0,48.02053154967105,48.944432147357006,,,
107.0,47.654572854763366,48.62531071836632,,,
108.0,47.29158043075905,48.30910518883468,,,
109.0,46.93166169295635,47.99589958131053,,,
110.0,46.57492314710031,47.68577712119912,,,
111.0,46.22147035786601,47.378820214647746,,,
112.0,45.87140791762033,47.07511042664861,,,
113.0,45.524839415471284,46.77472845936532,,,
114.0,45.1818674066144,46.47775413068861,,,
115.0,44.84259338198498,46.18426635302701,,,
116.0,44.50711773822534,45.89434311233813,,,
117.0,44.17553974797571,45.608061447406115,,,
118.0,43.84795753049802,45.325497429370856,,,
119.0,43.5244680226407,45.046726141514206,,,
120.0,43.205166950153554,44.77182165930878,,,
121.0,42.89014879936101,44.50085703073452,,,
122.0,42.57950678920203,44.23390425686829,,,
123.0,42.273332843645186,43.97103427275165,,,
124.0,41.971717564486816,43.71231692854192,,,
125.0,41.67475020454056,43.45782097095146,,,
126.0,41.38251864122596,43.20761402498027,,,
127.0,41.09510935056416,42.96176257594653,,,
128.0,40.812607381588236,42.72033195182007,,,
129.0,40.535096331175836,42.48338630586332,,,
130.0,40.262658319311484,42.2509885995844,,,
131.0,39.99537396478601,42.02320058600695,,,
132.0,39.7333223613401,41.80008279326101,,,
133.0,39.476581054259235,41.58169450849941,,,
134.0,39.225226017426735,41.3680937621439,,,
135.0,38.979331630841926,41.15933731246524,,,
136.0,38.73897065860983,40.95548063050133,,,
137.0,38.50421422740921,40.75657788531734,,,
138.0,38.275131805444886,40.56268192961188,,,
139.0,38.051791181891126,40.37384428567286,,,
