All days with start 2021-12-01,theoretical curve (deg),fitted curve (deg),Days when measured alpha,alpha naive min (deg),uncertainty_pm (deg)
0.0,80.77215930236207,79.95784916459635,4.0,80.0,1.5
1.0,80.69962420154593,80.07185763535486,36.0,80.25,0.5
2.0,80.6202674744245,80.17931697566162,51.0,77.5,0.5
3.0,80.53411263610865,80.28019588484806,52.0,77.0,0.5
4.0,80.44118521613636,80.37446497898814,55.0,76.75,0.5
5.0,80.34151275090771,80.4620967994574,58.0,75.75,0.5
6.0,80.23512477552525,80.54306582093095,60.0,75.0,0.5
7.0,80.12205281504212,80.61734845881855,61.0,74.75,0.5
8.0,80.00233037512052,80.68492307613435,71.0,71.75,0.5
9.0,79.8759929321032,80.74576998979914,84.0,67.375,0.5
10.0,79.74307792250114,80.7998714763738,89.0,65.375,0.5
11.0,79.6036247319002,80.84721177722162,94.0,63.5,0.5
12.0,79.4576746832904,80.88777710309857,95.0,63.25,0.5
13.0,79.30527102482102,80.92155563816976,102.0,60.5,0.5
14.0,79.14645891698521,80.94853754345121,103.0,60.0,0.5
15.0,78.98128541923795,80.96871495967561,104.0,59.75,0.5
16.0,78.80979947605137,80.98208200958172,107.0,58.625,0.5
17.0,78.63205190241139,80.9886347996262,110.0,57.375,0.5
18.0,78.44809536876019,80.9883714211177,138.0,46.75,0.5
19.0,78.25798438538882,80.98129195077294,143.0,45.0,0.5
20.0,78.06177528628456,80.96739845069423,164.0,39.0,0.5
21.0,77.85952621243803,80.94669496776888,178.0,36.0,0.5
22.0,77.65129709461469,80.91918753249043,186.0,35.0,0.5
23.0,77.43714963559611,80.8848841572021,194.0,34.5,0.5
24.0,77.21714729189608,80.84379483376291,195.0,34.5,0.5
25.0,76.99135525495707,80.79593153063736,196.0,34.25,0.5
26.0,76.75984043183263,80.74130818940915,197.0,34.25,0.5
27.0,76.52267142536134,80.67994072072035,198.0,34.25,0.5
28.0,76.27991851383834,80.61184699963695,202.0,34.25,0.5
29.0,76.03165363019036,80.53704686044227,216.0,34.75,0.5
30.0,75.77795034066041,80.45556209085952,217.0,35.0,0.5
31.0,75.51888382300857,80.36741642570564,219.0,35.25,0.5
32.0,75.25453084423509,80.27263553997773,230.0,36.75,0.5
33.0,74.98496973783281,80.17124704137456,243.0,39.75,0.5
34.0,74.71028038057518,80.06328046225488,247.0,40.75,0.5
35.0,74.430544168847,79.94876725103543,256.0,43.75,0.5
36.0,74.14584399452505,79.82774076303053,,,
37.0,73.85626422041527,79.70023625073642,,,
38.0,73.56189065525439,79.566290853563,,,
39.0,73.26281052828288,79.42594358701578,,,
40.0,72.95911246339702,79.27923533133156,,,
41.0,72.6508864528878,79.12620881957088,,,
42.0,72.33822383077418,78.96690862517065,,,
43.0,72.0212172457389,78.801381148961,,,
44.0,71.69996063367469,78.62967460564956,,,
45.0,71.37454918984896,78.45183900977756,,,
46.0,71.0450793406955,78.26792616115166,,,
47.0,70.71164871524113,78.07798962975573,,,
48.0,70.3743561161762,77.88208474014698,,,
49.0,70.0333014905772,77.68026855534113,,,
50.0,69.68858590029026,77.47259986019114,,,
51.0,69.34031149198432,77.25913914426437,,,
52.0,68.98858146688296,77.03994858422324,,,
53.0,68.63350005018357,76.81509202571449,,,
54.0,68.27517246017322,76.58463496477223,,,
55.0,67.91370487705015,76.34864452874035,,,
56.0,67.54920441146035,76.10718945671967,,,
57.0,67.18177907275835,75.86034007954574,,,
58.0,66.81153773700167,75.60816829930286,,,
59.0,66.4385901146886,75.35074756838057,,,
60.0,66.06304671824847,75.08815286807845,,,
61.0,65.68501882929453,74.82046068676563,,,
62.0,65.30461846564882,74.54774899760133,,,
63.0,64.92195834814878,74.27009723582293,,,
64.0,64.53715186724568,73.9875862756081,,,
65.0,64.15031304940467,73.70029840651782,,,
66.0,63.761556523316116,73.40831730952722,,,
67.0,63.37099748592873,73.11172803265099,,,
68.0,62.97875166831428,72.81061696617066,,,
69.0,62.58493530137386,72.50507181747096,,,
70.0,62.18966508139626,72.19518158549245,,,
71.0,61.79305813547828,71.88103653480796,,,
72.0,61.39523198681748,71.56272816933047,,,
73.0,60.99630451988749,71.24034920565985,,,
74.0,60.59639394550634,70.91399354607648,,,
75.0,60.195618765807986,70.5837562511895,,,
76.0,59.79409773912761,70.24973351224753,,,
77.0,59.391949844810945,69.9120226231203,,,
78.0,58.98929424795815,69.57072195195887,,,
79.0,58.58625026411257,69.2259309125431,,,
80.0,58.18293732390505,68.87774993532442,,,
81.0,57.77947493766397,68.52628043817256,,,
82.0,57.375982660001796,68.1716247968347,,,
83.0,56.97258005438848,67.81388631511544,,,
84.0,56.5693866577222,67.45316919478658,,,
85.0,56.16652194490803,67.0895785052354,,,
86.0,55.764105293454904,66.72322015286,,,
87.0,55.3622559481015,66.35420085022109,,,
88.0,54.96109298548147,65.98262808495878,,,
89.0,54.56073527883845,65.60861008848364,,,
90.0,54.16130146280135,65.23225580445127,,,
91.0,53.762909898230326,64.8536748570291,,,
92.0,53.36567863714398,64.47297751896532,,,
93.0,52.96972538773792,64.0902746794686,,,
94.0,52.575167479505296,63.70567781190847,,,
95.0,52.1821218284696,63.319298941345366,,,
96.0,51.79070490253984,62.93125061190011,,,
97.0,51.40103268699864,62.541645853972156,,,
98.0,51.013220650133285,62.150598151316146,,,
99.0,50.62738370901996,61.75822140798649,,,
