All days with start 2021-01-01,theoretical curve (deg),fitted curve (deg),Days when measured alpha,alpha naive min (deg),uncertainty_pm (deg)
0.0,80.77215930236207,79.91576542718576,57.0,66.5,1.5
1.0,80.69962420154593,79.83821644990033,58.0,66.0,1.5
2.0,80.6202674744245,79.75395714265332,63.0,64.5,1.5
3.0,80.53411263610865,79.66301251411537,68.0,62.0,1.5
4.0,80.44118521613636,79.56540955720081,79.0,58.0,1.5
5.0,80.34151275090771,79.46117724105596,241.0,50.0,1.5
6.0,80.23512477552525,79.35034650246101,267.0,59.5,1.5
7.0,80.12205281504212,79.23295023664767,284.0,65.0,1.5
8.0,80.00233037512052,79.10902328753576,289.0,67.0,1.5
9.0,79.8759929321032,78.97860243739132,295.0,69.0,1.5
10.0,79.74307792250114,78.84172639590935,326.0,77.5,1.5
11.0,79.6036247319002,78.69843578872457,338.0,80.0,1.5
12.0,79.4576746832904,78.54877314535352,370.0,80.25,0.5
13.0,79.30527102482102,78.39278288657151,385.0,77.5,0.5
14.0,79.14645891698521,78.23051131122827,386.0,77.0,0.5
15.0,78.98128541923795,78.06200658250617,389.0,76.75,0.5
16.0,78.80979947605137,77.88731871362509,392.0,75.75,0.5
17.0,78.63205190241139,77.70649955299824,394.0,75.0,0.5
18.0,78.44809536876019,77.51960276884317,395.0,74.75,0.5
19.0,78.25798438538882,77.32668383325276,405.0,71.75,0.5
20.0,78.06177528628456,77.12780000573078,418.0,67.375,0.5
21.0,77.85952621243803,76.92301031619688,423.0,65.375,0.5
22.0,77.65129709461469,76.71237554746618,428.0,63.5,0.5
23.0,77.43714963559611,76.4959582172086,429.0,63.25,0.5
24.0,77.21714729189608,76.27382255939315,436.0,60.5,0.5
25.0,76.99135525495707,76.04603450522299,437.0,60.0,0.5
26.0,76.75984043183263,75.81266166356657,438.0,59.75,0.5
27.0,76.52267142536134,75.57377330089102,441.0,58.625,0.5
28.0,76.27991851383834,75.32944032070331,444.0,57.375,0.5
29.0,76.03165363019036,75.07973524250578,472.0,46.75,0.5
30.0,75.77795034066041,74.82473218027182,477.0,45.0,0.5
31.0,75.51888382300857,74.56450682044847,498.0,39.0,0.5
32.0,75.25453084423509,74.2991363994922,512.0,36.0,0.5
33.0,74.98496973783281,74.02869968094461,520.0,35.0,0.5
34.0,74.71028038057518,73.75327693205503,528.0,34.5,0.5
35.0,74.430544168847,73.47294989995669,529.0,34.5,0.5
36.0,74.14584399452505,73.1878017874036,530.0,34.25,0.5
37.0,73.85626422041527,72.89791722807556,531.0,34.25,0.5
38.0,73.56189065525439,72.60338226145834,532.0,34.25,0.5
39.0,73.26281052828288,72.30428430730666,536.0,34.25,0.5
40.0,72.95911246339702,72.00071213969743,550.0,34.75,0.5
41.0,72.6508864528878,71.69275586068113,551.0,35.0,0.5
42.0,72.33822383077418,71.38050687353893,553.0,35.25,0.5
43.0,72.0212172457389,71.0640578556537,564.0,36.75,0.5
44.0,71.69996063367469,70.74350273100272,577.0,39.75,0.5
45.0,71.37454918984896,70.41893664228057,581.0,40.75,0.5
46.0,71.0450793406955,70.09045592266013,590.0,43.75,0.5
47.0,70.71164871524113,69.75815806720034,593.0,44.25,0.5
48.0,70.3743561161762,69.42214170390913,594.0,44.5,0.5
49.0,70.0333014905772,69.08250656446992,598.0,46.0,0.5
50.0,69.68858590029026,68.73935345464078,599.0,46.25,0.5
51.0,69.34031149198432,68.39278422433455,624.0,55.25,0.5
52.0,68.98858146688296,68.04290173738929,625.0,56.0,0.5
53.0,68.63350005018357,67.68980984103756,646.0,64.25,0.5
54.0,68.27517246017322,67.33361333508404,673.0,73.25,0.5
55.0,67.91370487705015,66.97441794080025,687.0,77.0,0.5
56.0,67.54920441146035,66.61233026954585,,,
57.0,67.18177907275835,66.24745779112575,,,
58.0,66.81153773700167,65.87990880189243,,,
59.0,66.4385901146886,65.50979239260292,,,
60.0,66.06304671824847,65.13721841604003,,,
61.0,65.68501882929453,64.7622974544073,,,
62.0,65.30461846564882,64.38514078650769,,,
63.0,64.92195834814878,64.00586035471517,,,
64.0,64.53715186724568,63.62456873174971,,,
65.0,64.15031304940467,63.241379087264924,,,
66.0,63.761556523316116,62.85640515425866,,,
67.0,63.37099748592873,62.46976119531638,,,
68.0,62.97875166831428,62.081561968697294,,,
69.0,62.58493530137386,61.69192269427345,,,
70.0,62.18966508139626,61.300959019331785,,,
71.0,61.79305813547828,60.908786984249275,,,
72.0,61.39523198681748,60.51552298805148,,,
73.0,60.99630451988749,60.121283753864624,,,
74.0,60.59639394550634,59.72618629427143,,,
75.0,60.195618765807986,59.330347876581094,,,
76.0,59.79409773912761,58.93388598802366,,,
77.0,59.391949844810945,58.53691830087909,,,
78.0,58.98929424795815,58.13956263755139,,,
79.0,58.58625026411257,57.74193693559827,,,
80.0,58.18293732390505,57.34415921272651,,,
81.0,57.77947493766397,56.94634753176362,,,
82.0,57.375982660001796,56.54861996561609,,,
83.0,56.97258005438848,56.151094562224614,,,
84.0,56.5693866577222,55.75388930952675,,,
85.0,56.16652194490803,55.35712210043743,,,
86.0,55.764105293454904,54.96091069785756,,,
87.0,55.3622559481015,54.565372699721365,,,
88.0,54.96109298548147,54.17062550409253,,,
89.0,54.56073527883845,53.776786274319804,,,
90.0,54.16130146280135,53.383971904262204,,,
91.0,53.762909898230326,52.99229898359418,,,
92.0,53.36567863714398,52.60188376320114,,,
93.0,52.96972538773792,52.212842120675425,,,
94.0,52.575167479505296,51.82528952592324,,,
95.0,52.1821218284696,51.43934100689237,,,
96.0,51.79070490253984,51.05511111543129,,,
97.0,51.40103268699864,50.672713893289426,,,
98.0,51.013220650133285,50.2922628382689,,,
99.0,50.62738370901996,49.9138708705377,,,
100.0,50.24363619547135,49.53765029911427,,,
101.0,49.8620918221577,49.16371278853355,,,
102.0,49.482863648911206,48.79216932570424,,,
103.0,49.10606404922402,48.42313018696724,,,
104.0,48.73180467694952,48.05670490536493,,,
105.0,48.36019643321689,47.69300223813115,,,
106.0,47.99134943356873,47.33213013441135,,,
107.0,47.62537297533139,46.97419570322268,,,
108.0,47.262375505227865,46.619305181663336,,,
109.0,46.90246458724268,46.2675639033808,,,
110.0,46.54574687074835,45.91907626730815,,,
111.0,46.19232805890286,45.573945706677804,,,
112.0,45.842312877327565,45.23227465832197,,,
113.0,45.49580504307472,44.894164532268746,,,
114.0,45.15290723389386,44.55971568164298,,,
115.0,44.81372105780619,44.22902737288091,,,
116.0,44.478347022995905,43.90219775626726,,,
117.0,44.14688450802751,43.57932383680368,,,
118.0,43.81943173239773,43.26050144541699,,,
119.0,43.49608572743099,42.94582521051607,,,
120.0,43.17694230752693,42.635388529905555,,,
121.0,42.86209604176855,42.32928354306477,,,
122.0,42.55164022589935,42.02760110380021,,,
123.0,42.24566685467774,41.73043075327959,,,
124.0,41.94426659461707,41.437860693455434,,,
125.0,41.64752875711913,41.14997776088626,,,
126.0,41.35554127200932,40.86686740096296,,,
127.0,41.06839066148107,40.58861364254805,,,
128.0,40.7861620144575,40.31529907303542,,,
129.0,40.50893896137771,40.04700481383793,,,
130.0,40.23680364941531,39.78381049631005,,,
131.0,39.96983671813638,39.525794238112766,,,
132.0,39.70811727560427,39.27303262002786,,,
133.0,39.451722874938184,39.02560066322821,,,
134.0,39.20072949133248,38.7835718070111,,,
135.0,38.95521149954361,38.54701788700094,,,
136.0,38.71524165185124,38.31600911382807,,,
137.0,38.480891056500205,38.0906140522898,,,
138.0,38.25222915662963,37.870899600999955,,,
139.0,38.02932370969537,37.656930972532976,,,
140.0,37.81224076739204,37.44877167406844,,,
141.0,37.601044656080475,37.246483488541735,,,
142.0,37.39579795772646,37.05012645630651,,,
143.0,37.19656149135626,36.85975885731433,,,
144.0,37.003394295034795,36.675437193816876,,,
145.0,36.81635360837118,36.49721617359569,,,
146.0,36.63549485555757,36.32514869372457,,,
147.0,36.46087162894565,36.15928582486946,,,
148.0,36.29253567316616,35.9996767961303,,,
149.0,36.130536869795776,35.846368980429574,,,
150.0,35.974923222576166,35.699407880451716,,,
151.0,35.82574084318941,35.558837115137656,,,
152.0,35.683033937594146,35.42469840673846,,,
153.0,35.546844792926365,35.29703156843189,,,
154.0,35.41721376496885,35.17587449250564,,,
155.0,35.29417926619283,35.06126313911064,,,
156.0,35.17777775437558,34.953231525587924,,,
157.0,35.06804372179725,34.85181171637201,,,
158.0,34.96500968501992,34.75703381347403,,,
159.0,34.86870617525234,34.668925947547265,,,
160.0,34.779161729302864,34.58751426953778,,,
161.0,34.69640288112335,34.51282294292267,,,
162.0,34.62045415394659,34.44487413653822,,,
163.0,34.55133805301956,34.383688018000015,,,
164.0,34.48907505893462,34.329282747717116,,,
165.0,34.43368362156065,34.281674473501894,,,
166.0,34.38518015457599,34.24087732577733,,,
167.0,34.3435790306047,34.206903413382946,,,
168.0,34.308892576957646,34.17976281998085,,,
169.0,34.28113107197964,34.15946360106291,,,
170.0,34.26030274200373,34.14601178155971,,,
171.0,34.24641375891362,34.13941135405243,,,
172.0,34.23946823831474,34.13966427758778,,,
173.0,34.23946823831474,34.14677047709651,,,
174.0,34.24641375891362,34.160727843415756,,,
175.0,34.26030274200373,34.18153223391499,,,
176.0,34.28113107197964,34.209177473725646,,,
177.0,34.308892576957646,34.243655357573765,,,
178.0,34.3435790306047,34.28495565221547,,,
179.0,34.38518015457599,34.333066099474195,,,
180.0,34.43368362156065,34.38797241987898,,,
181.0,34.48907505893462,34.44965831690274,,,
182.0,34.55133805301956,34.518105481799175,,,
183.0,34.62045415394658,34.593293599036855,,,
184.0,34.69640288112335,34.67520035232906,,,
185.0,34.779161729302864,34.76380143125735,,,
186.0,34.86870617525234,34.859070538487074,,,
