All days with start 2021-01-01,Fitted curve MK (deg),Fitted curve BA (deg),Days when measured beta,Beta naive min (deg), Beta uncertainty pm (deg)
227.0,43.88464265064199,44.2066450027324,,,
228.0,44.206450737881156,44.532283254744044,,,
229.0,44.53210557848351,44.8616756666702,,,
230.0,44.861514622511095,45.19472863331045,,,
231.0,45.19458425309482,45.53134750922496,,,
232.0,45.53121981304001,45.871436635630424,,,
233.0,45.871325631727665,46.214899367583946,,,
234.0,46.214805052303724,46.56163810144707,,,
235.0,46.56156045914851,46.91155430262246,,,
236.0,46.91149330561882,47.26454853355487,,,
237.0,47.264504142054506,47.620520481988954,,,
238.0,47.62049264404169,47.97936898947542,,,
239.0,47.97935764092469,48.340992080117886,,,
240.0,48.340997144558195,48.70528698955185,,,
241.0,48.70530837829208,49.07215019414776,,,
242.0,49.07218780618008,49.44147744042996,,,
243.0,49.4415311624044,49.81316377470292,,,
244.0,49.81323348090762,50.18710357287641,,,
245.0,50.18718912522369,50.563190570481396,,,
246.0,50.56329181849946,50.9413178928677,,,
247.0,50.94143467369813,51.321378085575176,,,
248.0,51.32151022397628,51.70326314486954,,,
249.0,51.7034104532254,52.08686454843446,,,
250.0,52.087026826769794,52.47207328621092,,,
251.0,52.47225032221169,52.85877989137514,,,
252.0,52.858971460415034,53.24687447144631,,,
253.0,53.24708033661913,53.63624673951546,,,
254.0,53.63646665167304,54.02678604558615,,,
255.0,54.027019743382326,54.41838140801854,,,
256.0,54.4186286179588,54.81092154506764,,,
257.0,54.81118198156455,55.204294906506746,,,
258.0,55.20456827194133,55.59838970532738,,,
259.0,55.59867569011603,55.99309394950633,,,
260.0,55.99339223217362,56.38829547383109,,,
261.0,56.38860572108827,56.78388197177431,,,
262.0,56.784203838603574,57.17974102740871,,,
263.0,57.180074157153165,57.5757601473528,,,
264.0,57.57610417181202,57.9718267927388,,,
265.0,57.97218133227009,58.367828411193294,,,
266.0,58.36819307481866,58.76365246882198,,,
267.0,58.76402685434054,59.15918648218895,,,
268.0,59.15957017629503,59.55431805028174,,,
269.0,59.554710628688376,59.94893488645285,,,
270.0,59.94933591402095,60.34292485032894,,,
271.0,60.3433338812017,60.736175979678336,,,
272.0,60.73659255742124,61.128576522227895,,,
273.0,61.129000179973936,61.52001496742024,,,
274.0,61.52044522802059,61.91038007810237,,,
275.0,61.91081645428223,62.29956092213648,,,
276.0,62.30000291665613,62.68744690392414,,,
277.0,62.68789400974533,63.07392779583485,,,
278.0,63.07437949629207,63.45889376952994,,,
279.0,63.45934953850696,63.84223542717322,,,
280.0,63.84269472928447,64.22384383251902,,,
281.0,64.22430612329599,64.60361054186927,,,
282.0,64.60407526795177,64.98142763489042,,,
283.0,64.98189423422272,65.35718774528183,,,
284.0,65.35765564731342,65.73078409128664,,,
285.0,65.73125271717772,66.10211050603641,,,
286.0,66.102579268868,66.47106146772121,,,
287.0,66.47152977270986,66.83753212957629,,,
288.0,66.83799937429308,67.20141834967694,,,
289.0,67.20188392427102,67.56261672053309,,,
290.0,67.5630800079594,67.92102459847507,,,
291.0,67.92148497472647,68.27654013282259,,,
292.0,68.27699696716586,68.62906229482797,,,
293.0,68.62951495004415,68.97849090638623,,,
294.0,68.9789387390147,69.32472666850305,,,
295.0,69.32516902908965,69.66767118951323,,,
296.0,69.6681074228621,70.00722701304115,,,
297.0,70.00765645847031,70.3432976456954,,,
298.0,70.34371963729592,70.67578758448991,,,
299.0,70.67620145138858,71.00460234398345,,,
300.0,71.00500741060898,71.32964848313017,,,
301.0,71.33004406948257,71.65083363183315,,,
302.0,71.65121905375645,71.96806651719379,,,
303.0,71.96844108665175,72.28125698944918,,,
304.0,72.28162001480428,72.5903160475906,,,
305.0,72.59066683388563,72.89515586465532,,,
306.0,72.89549371389809,73.19568981268488,,,
307.0,73.19601402413538,73.49183248734256,,,
308.0,73.49214235780299,73.78349973218332,,,
309.0,73.78379455629036,74.07060866256884,,,
310.0,74.07088773308848,74.35307768922145,,,
311.0,74.35334029734604,74.63082654140958,,,
312.0,74.63107197705709,74.9037762897589,,,
313.0,74.90400384187417,75.17184936868206,,,
314.0,75.17205832554001,75.43496959842089,,,
315.0,75.43515924793154,75.69306220669478,,,
316.0,75.69323183671008,75.94605384994917,,,
317.0,75.94620274857134,76.193872634198,,,
318.0,76.19400009008925,76.43644813545417,,,
319.0,76.43655343814795,76.67371141974226,,,
320.0,76.67379385995567,76.90559506268792,,,
321.0,76.90565393263526,77.13203316867826,,,
322.0,77.1320677623855,77.35296138958762,,,
323.0,77.35297100320784,77.56831694306389,,,
324.0,77.56830087519339,77.77803863036954,,,
325.0,77.77799618236466,77.9820668537729,,,
326.0,77.98199733006732,78.18034363348437,,,
327.0,78.1802463419067,78.37281262413276,,,
328.0,78.37268687622452,78.55941913077734,,,
329.0,78.55926424211101,78.74011012445075,,,
330.0,78.73992541494785,78.91483425722855,,,
331.0,78.91461905147752,79.08354187682102,,,
332.0,79.08329550439495,79.24618504068306,,,
333.0,79.2459068364571,79.40271752963844,,,
334.0,79.40240683410646,79.55309486101393,,,
335.0,79.55275102060492,79.69727430128042,,,
336.0,79.69689666867379,79.83521487819647,,,
337.0,79.83480281263678,79.96687739245186,,,
338.0,79.96643026006227,80.09222442880692,,,
339.0,80.09174160290172,80.21122036672503,,,
340.0,80.21070122812084,80.32383139049517,,,
341.0,80.32327532782074,80.43002549884142,,,
342.0,80.42943190884591,80.52977251401703,,,
343.0,80.52914080187675,80.62304409038008,,,
344.0,80.62237367000336,80.70981372244873,,,
345.0,80.70910401677895,80.79005675243332,,,
346.0,80.78930719374999,80.86375037724356,,,
347.0,80.86296040746116,80.93087365496864,,,
348.0,80.93004272593325,80.99140751082832,,,
349.0,80.99053508461188,81.04533474259357,,,
350.0,81.04442029178567,81.09264002547499,,,
351.0,81.09168303347192,81.13330991647776,,,
352.0,81.13230987776896,81.16733285822183,,,
353.0,81.1662892786733,81.19469918222615,,,
354.0,81.19361157936106,81.21540111165632,,,
355.0,81.21426901493236,81.22943276353453,,,
356.0,81.22825571461807,81.23679015041134,,,
357.0,81.23556770344831,81.23747118149882,,,
358.0,81.23620290338206,81.23147566326475,,,
359.0,81.23016113389781,81.21880529948756,,,
360.0,81.21744411204475,81.19946369077215,,,
361.0,81.1980554519549,81.17345633352677,,,
362.0,81.17200066381592,81.14079061840098,,,
363.0,81.13928715230519,81.10147582818547,,,
